,sentence,start,end
486,"“Even if people don’t vote for me in November, I’m going to be for them and for you every single day.” https://t.co/PpHOgsErpy",57624,57750
487,"“There’s no question that the workers of Appalachia made America more prosperous and secure, and that legacy should be honored.” —Hillary",57751,57888
488,Watch live: Hillary’s speaking in Ohio on her plans to create jobs and grow our economy: https://t.co/GhQSsnQVdC https://t.co/vP08a4W0SR,57889,58025
489,Live in Indiana? Go vote: Hillary needs you. Text WHERE to 47246 to find your polling place. https://t.co/sZqWV6DCfn,58026,58142
490,"What kind of president would Leslie Knope be? ""Full speed ahead!"" https://t.co/p3Y7ww5z6i",58143,58232
491,Let's act on coal miner safety so people like Don Blankenship are held accountable for blatantly disregarding it. https://t.co/eyXdXpvTuH,58233,58370
492,"Hoosiers, head to the polls today. RT this if you’re voting for Hillary. https://t.co/1CClTdef0F",58371,58467
493,"When it comes to love and kindness, @AndraDayMusic puts it best. https://t.co/tN1crd3QbP",58468,58556
494,We can't let all the progress we've made under @POTUS be torn away by Donald Trump. Let's move forward—together. https://t.co/iROC5OYjN7,58557,58693
495,"When we stand together against the other side's hateful words, we all rise. https://t.co/UagcfYANnR",58694,58793
496,"In Indiana, Hillary Clinton is taking on the state's new, restrictive abortion law. https://t.co/SFMlDOlJfX",58794,58901
497,Puerto Rico enfrenta una crisis económica y la persistente inacción del Congreso es irresponsable. Debemos actuar ya https://t.co/UkosCytiVq,58902,59042
498,Paid family leave isn't a luxury. Families shouldn't have to choose between eating and caring for loved ones. https://t.co/CL68bNz1Af,59043,59176
499,Hillary ha demostrado que ella es la única candidata preparada para enfrentarse a desafíos y lograr resultados. https://t.co/Qz1SBHe2fg,59177,59312
